release_id,cover_url
783793,https://i.discogs.com/4Gf-mBrqLcvr94y-1wfm8JCsz8yYcPBmOodPAQDxWgM/rs:fit/g:sm/q:90/h:593/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc4Mzc5/My0xNjI4NjA4Mjk5/LTQ1MjQuanBlZw.jpeg
311798,https://i.discogs.com/DL4sIb7Grz_ooFW-5Ad2YRZKVZV7hHd26R7HkJ9FlAc/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxMTc5/OC0xNjU5MDg3MTY0/LTM1ODQuanBlZw.jpeg
358462,https://i.discogs.com/wk6No8oea3bVFoJAyjq3viP_cux89LhzocQKXHymruA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1ODQ2/Mi0xNTMzMzE3NzA0/LTI1MjMuanBlZw.jpeg
1022804,https://i.discogs.com/YShqhuq3IsliIxIl9C1MxdgH-hBd0MUrin9J1_uJhyU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMjI4/MDQtMTIxODgxMDI5/NS5qcGVn.jpeg
909757,https://i.discogs.com/Y0uaLPULOYA_Lo3QOMtxi1zQViTq4gXDSNdECVDTTQg/rs:fit/g:sm/q:90/h:515/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwOTc1/Ny0xMTg5MzY2MzM2/LmpwZWc.jpeg
2099665,https://i.discogs.com/5A9Xb567ZJ9zBgY_ueGa-p8vdyNbUYCpiBV3A2TZprg/rs:fit/g:sm/q:90/h:523/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwOTk2/NjUtMTUzNjU2MDEw/MC0yNTIwLmpwZWc.jpeg
12489441,https://i.discogs.com/bfFZZQAOylSLa6vEuRZKM2LxzX4AYiG8SLj9PArfjFw/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg5/NDQxLTE1ODQwNTA5/MzAtNDA4OS5qcGVn.jpeg
1542468,https://i.discogs.com/cWCmrCXV6fhLXw9Fduyg-lgq0tYSkK6Sb1I9jhFHZfE/rs:fit/g:sm/q:90/h:528/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NDI0/NjgtMTQ3ODQyOTg1/MS01MzQ2LmpwZWc.jpeg
20609929,https://i.discogs.com/-K27aB7hjz2G7zYrsQ39V7rjbncvQ9p9hxFjnrA0zXE/rs:fit/g:sm/q:90/h:587/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNjA5/OTI5LTE2MzQzODc4/NDUtNDc3Mi5qcGVn.jpeg
30538591,https://i.discogs.com/iz9WmwzD1Zn6i253_DNDB0xCqctCWns79QSlyLynwqI/rs:fit/g:sm/q:90/h:600/w:593/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNTM4/NTkxLTE3MTcwNjg4/MjAtNTMyNS5wbmc.jpeg
